ENT,Entidad,MUN,Municipio,Alf,Asi,EBC,Der,Pis,San,Agu,Dre,Ele,Lav,Ref,Ing
9,Distrito Federal,17,Venustiano Carranza,0.990588601,0.976389082,0.796987839,0.815146904,0.99696743,0.993640358,0.998225031,0.999219969,0.998686682,0.836257124,0.948740807,19125.72003
10,Durango,4,Cuencamé,0.966126477,0.959342165,0.558819929,0.850356741,0.974042829,0.8935756,0.950356911,0.922452953,0.987994809,0.766709929,0.904282933,10614.44947
10,Durango,5,Durango,0.984949836,0.972669599,0.76126565,0.848953268,0.981845989,0.969103157,0.989487018,0.980007238,0.997635892,0.765573924,0.932993602,12473.3739
10,Durango,6,General Simón Bolívar,0.925583381,0.959546926,0.441747573,0.862766659,0.973790323,0.771370968,0.953225806,0.835887097,0.9875,0.709677419,0.872177419,6158.635532
10,Durango,7,Gómez Palacio,0.97841314,0.966251104,0.68161021,0.828811613,0.984213974,0.958504367,0.993253275,0.964628821,0.997216157,0.80360262,0.944847162,10904.02496
10,Durango,22,Poanas,0.963097799,0.976457143,0.51739251,0.846976946,0.979826195,0.887647424,0.986343886,0.935288641,0.992085661,0.708566108,0.89044072,9784.635429
11,Guanajuato,1,Abasolo,0.910621356,0.9587944,0.452561968,0.869958326,0.983718035,0.884445934,0.950627335,0.883248731,0.99281678,0.611818791,0.86864285,9076.417356
11,Guanajuato,2,Acámbaro,0.914218623,0.96291421,0.549681987,0.900171517,0.989540306,0.933577615,0.986642239,0.957594937,0.994703531,0.754030646,0.902698201,7690.497567
11,Guanajuato,7,Celaya,0.959768042,0.968322493,0.680382555,0.800271172,0.98141089,0.983864745,0.986218285,0.985462066,0.995177171,0.803490956,0.924015371,16300.53598
11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,0.911883605,0.953725127,0.463986846,0.852549718,0.955277746,0.84288024,0.944652962,0.844468183,0.958338145,0.659285137,0.817559764,6240.476856
11,Guanajuato,17,Irapuato,0.957919201,0.97107169,0.649722458,0.826172045,0.985932549,0.960422604,0.960676398,0.968014677,0.992821249,0.76757525,0.916965781,13082.24025
11,Guanajuato,20,León,0.960931553,0.951384937,0.642478728,0.832669275,0.991163232,0.983732901,0.962028785,0.985883922,0.997864491,0.839301642,0.92590869,15030.83826
11,Guanajuato,27,Salamanca,0.93841333,0.967215823,0.626132214,0.85626904,0.986837886,0.970315528,0.990044757,0.982139122,0.996570042,0.843128233,0.934886574,15861.36716
11,Guanajuato,31,San Francisco del Rincón,0.94288607,0.920635663,0.453531776,0.787455606,0.984832922,0.951451657,0.970419063,0.958367571,0.991920022,0.826520131,0.884141331,11580.58823
11,Guanajuato,37,Silao de la Victoria,0.928674714,0.965014659,0.56741843,0.898061207,0.979976303,0.932037915,0.936208531,0.960876777,0.992630332,0.719123223,0.873293839,8393.268671
12,Guerrero,1,Acapulco de Juárez,0.940277315,0.962992531,0.651784246,0.812188587,0.922356858,0.949074832,0.930516893,0.959577352,0.993109001,0.552812801,0.901365464,9546.004112
12,Guerrero,28,Chilapa de Álvarez,0.723771854,0.947453936,0.330268767,0.874606313,0.784394948,0.559520576,0.717913894,0.652858889,0.968287383,0.161788673,0.507198153,6078.531871
12,Guerrero,29,Chilpancingo de los Bravo,0.938083903,0.968713157,0.703866802,0.834655612,0.861263405,0.945400048,0.875030124,0.954542716,0.989607182,0.535561513,0.868071454,18031.83932
12,Guerrero,30,Florencio Villarreal,0.851492218,0.972215331,0.507275464,0.877936808,0.889020304,0.775675143,0.794795979,0.788290952,0.982259018,0.473092844,0.789473684,5986.772986
12,Guerrero,35,Iguala de la Independencia,0.944589731,0.968231017,0.659292763,0.831788263,0.870077182,0.958935286,0.797100732,0.974891154,0.987829012,0.52038393,0.889001583,13351.33965
12,Guerrero,38,Zihuatanejo de Azueta,0.931272808,0.96467011,0.601940887,0.836513245,0.886872182,0.958878081,0.91307677,0.970448938,0.991350217,0.649102408,0.900116276,11437.83918
12,Guerrero,57,Técpan de Galeana,0.874565963,0.960904423,0.483615062,0.862659629,0.866684753,0.862398264,0.923819859,0.869886055,0.974932176,0.520889853,0.853282691,8785.816926
13,Hidalgo,3,Actopan,0.954192661,0.988560534,0.682835545,0.786932206,0.973673066,0.932594579,0.97515528,0.970143986,0.988989272,0.567617165,0.789596273,6349.660114
13,Hidalgo,23,Francisco I. Madero,0.947133565,0.978407324,0.710546311,0.820021267,0.980229733,0.943671306,0.982217804,0.975038657,0.987298432,0.538988292,0.782306163,11157.34966
13,Hidalgo,28,Huejutla de Reyes,0.809350457,0.979096723,0.642458905,0.83643154,0.932076322,0.728627047,0.916438753,0.855947746,0.98748351,0.251649023,0.733485633,7713.538809
13,Hidalgo,30,Ixmiquilpan,0.924533385,0.991685144,0.6360769,0.814438333,0.957995518,0.845426767,0.970747606,0.934039519,0.988347932,0.459441842,0.777836627,8040.03489
13,Hidalgo,48,Pachuca de Soto,0.979483926,0.982996471,0.794201917,0.797251219,0.989779814,0.989054346,0.969008527,0.994259896,0.996970854,0.738691613,0.895278096,19576.0138
13,Hidalgo,51,Mineral de la Reforma,0.981148948,0.989153108,0.813044957,0.814794469,0.995909363,0.988509445,0.983913223,0.993634233,0.997655927,0.732522866,0.904076849,14323.26332
13,Hidalgo,69,Tizayuca,0.979176196,0.97972944,0.751192417,0.78041926,0.990722988,0.990475601,0.990784835,0.998361061,0.990753912,0.748933144,0.878718535,10635.39035
13,Hidalgo,77,Tulancingo de Bravo,0.945248254,0.973934322,0.638147073,0.723291591,0.983546444,0.957306474,0.969188275,0.979736648,0.991808939,0.60937686,0.823296902,9842.230689
14,Jalisco,18,La Barca,0.948634647,0.949086053,0.517790736,0.861764956,0.990632319,0.988413657,0.995069641,0.997226673,0.995131271,0.773141871,0.943609023,10368.22414
14,Jalisco,39,Guadalajara,0.982779802,0.972603541,0.724958137,0.77455853,0.99637485,0.99641044,0.995805401,0.999420383,0.999430551,0.864077201,0.971746199,16449.96637
14,Jalisco,67,Puerto Vallarta,0.978186471,0.962545604,0.712463189,0.809804542,0.992814085,0.989026063,0.982393879,0.992411372,0.995922528,0.773889078,0.951057752,14982.7038
14,Jalisco,70,El Salto,0.970407898,0.944903734,0.631043133,0.78913441,0.970885258,0.981964911,0.953942528,0.987181488,0.996856678,0.782865551,0.924694028,8283.386051
14,Jalisco,93,Tepatitlán de Morelos,0.952561232,0.951207106,0.513457286,0.812579659,0.996538643,0.990058982,0.986929914,0.99354803,0.997064769,0.906571041,0.95616537,11050.53972
14,Jalisco,97,Tlajomulco de Zúñiga,0.979971522,0.954006081,0.690193372,0.809123285,0.993820484,0.991746867,0.993200466,0.997754156,0.997044579,0.796916442,0.941387601,21170.38465
14,Jalisco,98,San Pedro Tlaquepaque,0.967825096,0.950339714,0.654041486,0.776140927,0.981466545,0.991169672,0.978655527,0.994883587,0.998838273,0.81541786,0.939253124,12484.68495
14,Jalisco,101,Tonalá,0.97400234,0.952748196,0.665548374,0.760374129,0.983950218,0.991050937,0.978551515,0.992275465,0.998244074,0.814310799,0.941030143,14079.17339
14,Jalisco,120,Zapopan,0.979627705,0.963106185,0.743917841,0.823290555,0.986915804,0.993367291,0.984607321,0.997752853,0.998525135,0.861563468,0.962381195,20153.97557
15,México,2,Acolman,0.979621292,0.975814732,0.724250498,0.794019385,0.985190707,0.943868804,0.847832029,0.951795254,0.997316437,0.727220773,0.886718847,8747.213706
15,México,13,Atizapán de Zaragoza,0.978937453,0.97440035,0.744102852,0.754934092,0.99554968,0.979963179,0.998491182,0.999543202,0.990967858,0.803120069,0.912557792,67950.89157
15,México,20,Coacalco de Berriozábal,0.99212616,0.983368311,0.830797968,0.800814139,0.997990442,0.992807254,0.999375077,0.999583384,0.997990442,0.895650043,0.967785811,10219.03806
15,México,29,Chicoloapan,0.981489646,0.979349894,0.745098989,0.738854154,0.993051844,0.992038187,0.985274332,0.999262795,0.999594537,0.759910798,0.89596196,11466.69553
15,México,30,Chiconcuac,0.984647213,0.981195433,0.738950126,0.65306035,0.980719794,0.975945648,0.938486963,0.987513772,0.994858612,0.586485494,0.788468601,10959.06544
15,México,31,Chimalhuacán,0.968418811,0.975550604,0.628508358,0.748967011,0.974364674,0.980024031,0.945923701,0.995482127,0.992880745,0.649023731,0.807281466,8647.300001
15,México,33,Ecatepec de Morelos,0.980321317,0.976843477,0.729744783,0.737332251,0.990429548,0.994575981,0.984879602,0.997996616,0.999216963,0.799382271,0.919324299,11775.94166
15,México,37,Huixquilucan,0.980812379,0.986513422,0.77786043,0.792706365,0.993198684,0.989150937,0.983038013,0.995952253,0.998031198,0.815978963,0.904602591,8052.257567
15,México,54,Metepec,0.983815154,0.982730604,0.797153854,0.818687763,0.99400534,0.975601565,0.984601951,0.994710594,0.993585546,0.789028261,0.882541602,17604.31653
15,México,57,Naucalpan de Juárez,0.978260736,0.978620724,0.732274253,0.784871117,0.992653167,0.988685531,0.994241087,0.998446694,0.995543441,0.771356871,0.902924888,13262.84866
15,México,58,Nezahualcóyotl,0.979245024,0.977904378,0.730401168,0.745204622,0.993001702,0.991656288,0.993608388,0.997455489,0.997376977,0.779252064,0.900250169,14018.25832
15,México,70,La Paz,0.972115019,0.97563136,0.671672196,0.745349121,0.976770902,0.986735771,0.878685065,0.99328106,0.991130465,0.660927294,0.812737935,9144.594276
15,México,81,Tecámac,0.986038945,0.982908794,0.810260787,0.761800222,0.994050874,0.993903982,0.992320812,0.998808543,0.998865667,0.822750308,0.922424697,17922.58238
15,México,99,Texcoco,0.983100496,0.993399429,0.764061021,0.758750901,0.990669594,0.968973978,0.954510234,0.987521792,0.990798734,0.728288242,0.870375153,8699.011178
15,México,104,Tlalnepantla de Baz,0.978492685,0.981671691,0.745369902,0.803235755,0.996036902,0.992572338,0.998297932,0.998665539,0.99663615,0.815204802,0.925587415,13734.64803
15,México,106,Toluca,0.965396037,0.981133521,0.736527817,0.839476326,0.984090514,0.960230861,0.96005236,0.97543092,0.997464368,0.641734482,0.802060544,12389.30194
15,México,109,Tultitlán,0.984134706,0.980849547,0.761857996,0.770992129,0.992799508,0.989391034,0.994847487,0.997677027,0.998371748,0.815660166,0.925715526,9634.063389
15,México,118,Zinacantepec,0.955518559,0.969633508,0.657382291,0.845759141,0.966664407,0.937329084,0.965330983,0.974890953,0.994575903,0.528600809,0.684227179,7605.225082
15,México,120,Zumpango,0.972937629,0.977857852,0.712332467,0.777042555,0.990429286,0.978266504,0.969772496,0.992742209,0.995593484,0.687795346,0.844735111,7452.464651
15,México,121,Cuautitlán Izcalli,0.989076932,0.981097225,0.804107998,0.767948988,0.997057915,0.988842914,0.978646372,0.99778336,0.996325752,0.865765681,0.95077045,17107.78733
16,Michoacán de Ocampo,15,Coalcomán de Vázquez Pallares,0.894569434,0.915871122,0.361154325,0.861631819,0.879975124,0.915215589,0.957296849,0.939054726,0.927031509,0.73155058,0.824419569,9086.500866
16,Michoacán de Ocampo,50,Maravatío,0.906105075,0.958982823,0.429489308,0.781805006,0.955551457,0.799658797,0.954214312,0.857156031,0.982017706,0.538961638,0.819070454,7606.712613
16,Michoacán de Ocampo,53,Morelia,0.965008501,0.974947964,0.694119468,0.748956223,0.97547818,0.96174559,0.968927577,0.978505107,0.997056639,0.773741876,0.927288765,13645.05684
16,Michoacán de Ocampo,69,La Piedad,0.948100695,0.945702403,0.542797856,0.798675889,0.995894515,0.984465732,0.982394496,0.989015053,0.996412324,0.819173725,0.948588971,13547.84159
16,Michoacán de Ocampo,102,Uruapan,0.943702551,0.948055333,0.579727242,0.739830211,0.9478028,0.924024333,0.975078781,0.94345111,0.993836067,0.725300982,0.867325384,11594.4566
16,Michoacán de Ocampo,108,Zamora,0.928474937,0.897908293,0.503020908,0.713833122,0.983355766,0.967886865,0.944778298,0.969498209,0.994293947,0.714830051,0.8821065,11765.49011
16,Michoacán de Ocampo,112,Zitácuaro,0.918055799,0.972809475,0.567478032,0.641011819,0.907913139,0.799362041,0.974677954,0.967611336,0.984639921,0.541185131,0.710636732,8001.673423
17,Morelos,4,Ayala,0.931097481,0.944572124,0.61054853,0.853589882,0.940310963,0.926563598,0.956210471,0.95616655,0.989766339,0.621310611,0.859012649,7482.083506
17,Morelos,6,Cuautla,0.955866308,0.957160303,0.69444771,0.80050198,0.963378761,0.978850164,0.956527405,0.989871909,0.995029044,0.649128686,0.887492553,10600.908
17,Morelos,7,Cuernavaca,0.972300399,0.976352473,0.77256692,0.823444254,0.988317146,0.993042585,0.980323123,0.995031752,0.99654464,0.740791931,0.948477774,17872.40699
17,Morelos,8,Emiliano Zapata,0.951685566,0.957253886,0.668260894,0.846977727,0.965385744,0.981666178,0.975432678,0.986799648,0.998679965,0.623936638,0.914637724,14501.0638
17,Morelos,11,Jiutepec,0.967297902,0.980697555,0.734806526,0.836265636,0.981078885,0.990249241,0.975473857,0.992935675,0.996384923,0.688887783,0.924083379,12599.23965
17,Morelos,18,Temixco,0.941324801,0.956876821,0.620213666,0.846091143,0.971224207,0.984013448,0.971026435,0.991298042,0.994429428,0.566879821,0.89264289,9419.320499
17,Morelos,29,Yautepec,0.945811228,0.954235131,0.649880096,0.874094435,0.966350393,0.965574407,0.930337554,0.981341046,0.992345949,0.627244189,0.88942189,11546.42074
18,Nayarit,3,Amatlán de Cañas,0.930774426,0.974171814,0.529059926,0.939755717,0.980250348,0.964116829,0.984422809,0.966620306,0.993602225,0.778303199,0.91015299,7010.546732
18,Nayarit,4,Compostela,0.946509469,0.961993048,0.574017285,0.825611363,0.98318902,0.974345984,0.967759764,0.985814296,0.988761975,0.755941415,0.913181651,11652.926
18,Nayarit,8,Xalisco,0.969228112,0.97420395,0.74463302,0.828203639,0.989423846,0.990530652,0.993359159,0.993974052,0.997355961,0.788784357,0.936604563,18402.26062
18,Nayarit,12,San Blas,0.9303056,0.964480874,0.52902495,0.843066613,0.972856495,0.960607894,0.972176017,0.975578406,0.991078179,0.678738848,0.844699834,8642.74942
18,Nayarit,15,Santiago Ixcuintla,0.936991559,0.973282443,0.584999721,0.897819965,0.980708838,0.939848846,0.89809159,0.957863133,0.989025779,0.741208545,0.888842875,8247.1292
18,Nayarit,17,Tepic,0.978511257,0.981007625,0.772843436,0.825453596,0.989211625,0.977056667,0.989398363,0.989288018,0.995034462,0.78421553,0.931051166,16982.97336
18,Nayarit,20,Bahía de Banderas,0.968810022,0.961396106,0.654162881,0.804159934,0.972881118,0.986475717,0.988960248,0.992991749,0.994210576,0.712427339,0.913393025,14431.52598
19,Nuevo León,6,Apodaca,0.990747373,0.986451005,0.826664604,0.889052421,0.998587544,0.996218671,0.998505203,0.998733223,0.999182929,0.911940005,0.976900324,17232.32789
19,Nuevo León,18,García,0.989839056,0.97652835,0.777453905,0.893972468,0.99433752,0.989314112,0.983785391,0.996626291,0.99710188,0.798261128,0.938158579,14217.65088
19,Nuevo León,19,San Pedro Garza García,0.991203731,0.988575056,0.851615141,0.892630673,0.997434937,0.986050667,0.999654149,1,0.996627951,0.9390149,0.97904718,31343.62406
19,Nuevo León,21,General Escobedo,0.985227184,0.973893521,0.747522687,0.879237089,0.990508203,0.985379717,0.990016305,0.998788475,0.998232813,0.863680668,0.955510617,20518.46868
19,Nuevo León,26,Guadalupe,0.986195809,0.987272237,0.777989499,0.862479082,0.99466424,0.990766067,0.995972605,0.997927076,0.998783167,0.910035105,0.976977085,18072.31031
19,Nuevo León,31,Juárez,0.985392483,0.979252684,0.764104759,0.872152621,0.988963847,0.990016526,0.985749213,0.996649537,0.997679578,0.852341928,0.956975981,9993.580718
19,Nuevo León,39,Monterrey,0.982595306,0.981041105,0.756602517,0.867711383,0.993559227,0.99239297,0.989263182,0.996270611,0.99854712,0.888948556,0.972925692,25370.28551
19,Nuevo León,46,San Nicolás de los Garza,0.989713298,0.976450102,0.808365503,0.877878525,0.998732793,0.99537014,0.999362255,0.999262867,0.999246302,0.922559592,0.98558863,18028.04236
19,Nuevo León,48,Santa Catarina,0.986527815,0.980970197,0.762136502,0.888348077,0.981732757,0.979422072,0.988870204,0.995442817,0.996123185,0.872925198,0.963285793,20424.28127
20,Oaxaca,41,Huautla de Jiménez,0.691680486,0.949079949,0.366512915,0.68496545,0.692149758,0.533454106,0.662198068,0.6397343,0.955434783,0.121014493,0.283333333,7262.160923
20,Oaxaca,67,Oaxaca de Juárez,0.96984442,0.969965521,0.744234853,0.747852244,0.962867785,0.942554789,0.946337308,0.956111223,0.993474432,0.658995755,0.875624404,16535.95524
20,Oaxaca,184,San Juan Bautista Tuxtepec,0.929125817,0.973505053,0.595105056,0.789763901,0.929134029,0.909875795,0.908209633,0.939130999,0.982754144,0.635608257,0.816852036,7569.51279
20,Oaxaca,385,Santa Cruz Xoxocotlán,0.961024186,0.976688312,0.70647024,0.777626049,0.938238004,0.88706976,0.759819111,0.923624487,0.981450465,0.594715685,0.86433297,11498.94386
21,Puebla,15,Amozoc,0.948450743,0.954570708,0.613078295,0.78785465,0.970066723,0.95889704,0.851771298,0.977439451,0.995207727,0.594057581,0.733770782,9643.663731
21,Puebla,41,Cuautlancingo,0.98321996,0.955090757,0.751805836,0.780530938,0.991468518,0.988192169,0.98851656,0.998118532,0.997696824,0.710253998,0.87553119,12482.01795
21,Puebla,45,Chalchicomula de Sesma,0.906418082,0.969291433,0.530253092,0.826828577,0.967758229,0.837275865,0.972724977,0.865813621,0.997053624,0.47554508,0.551224851,9379.965724
21,Puebla,83,Ixtacamaxtitlán,0.848743537,0.983143786,0.430127588,0.945304017,0.897016198,0.583290708,0.901619778,0.73998295,0.965217391,0.245183291,0.414492754,5045.627831
21,Puebla,114,Puebla,0.973109415,0.968256993,0.73618205,0.78707727,0.991689976,0.98248088,0.971099609,0.988981145,0.998064789,0.715972345,0.866412356,15387.20318
21,Puebla,119,San Andrés Cholula,0.980817534,0.984592635,0.76005912,0.73400084,0.990915128,0.986319564,0.950776996,0.99226989,0.999495285,0.706016735,0.914357816,15778.58885
21,Puebla,156,Tehuacán,0.933377798,0.956678314,0.578037135,0.788031571,0.940667643,0.933801725,0.960071858,0.963652471,0.99029174,0.531075045,0.778260388,10343.26957
22,Querétaro,5,Colón,0.916249615,0.965559858,0.493789926,0.864189565,0.977148775,0.834725578,0.981014843,0.869244046,0.987642389,0.516327235,0.779357957,13788.80146
22,Querétaro,6,Corregidora,0.977673878,0.98072388,0.801509756,0.852143388,0.991290881,0.983446639,0.977171246,0.994931413,0.996580715,0.85516312,0.953497727,22665.85003
22,Querétaro,11,El Marqués,0.951909214,0.967847605,0.646562561,0.856147774,0.981441655,0.963342435,0.947393857,0.983737283,0.992919798,0.646763164,0.875842737,9979.787748
22,Querétaro,14,Querétaro,0.975012826,0.973999764,0.760443587,0.849360954,0.990756471,0.983860439,0.981826779,0.987894283,0.997773854,0.79203525,0.92776741,17435.42062
22,Querétaro,16,San Juan del Río,0.958528325,0.974727092,0.686683724,0.859251222,0.988075652,0.954805597,0.985446108,0.967939253,0.993194122,0.695169795,0.909034662,13405.14225
23,Quintana Roo,1,Cozumel,0.969979546,0.9710426,0.730017762,0.842007459,0.992006958,0.993704961,0.976020873,0.995320136,0.996396919,0.760084486,0.879690218,14216.49312
23,Quintana Roo,4,Othón P. Blanco,0.955534019,0.974910394,0.702979606,0.874002887,0.972659627,0.971054094,0.98585896,0.985457577,0.98854514,0.791990861,0.872406447,12350.5237
